short_name,overall,DifferenceFromMin,DifferenceFromMax,AverageOverall,RatingCategory
S. Asibe,53,6,38,66.006,Lowest Rated
S. Severiche,53,6,38,66.006,Lowest Rated
O. Boesen,53,6,38,66.006,Lowest Rated
S. Jansson,53,6,38,66.006,Lowest Rated
B. Bang-Kittilsen,53,6,38,66.006,Lowest Rated
Ji Shengpan,53,6,38,66.006,Lowest Rated
Tang Chuang,53,6,38,66.006,Lowest Rated
B. Tomaszewski,53,6,38,66.006,Lowest Rated
L. Björnson,53,6,38,66.006,Lowest Rated
S. Al Zaid,53,6,38,66.006,Lowest Rated
J. Łabędzki,53,6,38,66.006,Lowest Rated
M. Salah,53,6,38,66.006,Lowest Rated
B. Pointon,53,6,38,66.006,Lowest Rated
J. Anker,53,6,38,66.006,Lowest Rated
Z. Schreiber,53,6,38,66.006,Lowest Rated
E. Harvest,53,6,38,66.006,Lowest Rated
J. Semedo,53,6,38,66.006,Lowest Rated
J. Hallard,53,6,38,66.006,Lowest Rated
M. Munck,53,6,38,66.006,Lowest Rated
C. Sullivan,53,6,38,66.006,Lowest Rated
M. Glasson,53,6,38,66.006,Lowest Rated
A. Tomaselli,53,6,38,66.006,Lowest Rated
B. Wahishi,53,6,38,66.006,Lowest Rated
V. Griffith,53,6,38,66.006,Lowest Rated
E. Ahmet Ercan,53,6,38,66.006,Lowest Rated
R. McAllister,53,6,38,66.006,Lowest Rated
O. Korczakowski,53,6,38,66.006,Lowest Rated
A. Arena,53,6,38,66.006,Lowest Rated
S. Kynshi,53,6,38,66.006,Lowest Rated
I. Orlikowski,53,6,38,66.006,Lowest Rated
P. Schie,53,6,38,66.006,Lowest Rated
S. Al Rouqi,53,6,38,66.006,Lowest Rated
K. Kucharczyk,53,6,38,66.006,Lowest Rated
J. Rudland,53,6,38,66.006,Lowest Rated
B. Samte,53,6,38,66.006,Lowest Rated
L. Sahin,53,6,38,66.006,Lowest Rated
P. Scholtz,53,6,38,66.006,Lowest Rated
A. Akhtar,53,6,38,66.006,Lowest Rated
X. Benjamin,53,6,38,66.006,Lowest Rated
B. Stretton,53,6,38,66.006,Lowest Rated
H. Boyacı,53,6,38,66.006,Lowest Rated
L. Wurm,53,6,38,66.006,Lowest Rated
D. Lokaj,53,6,38,66.006,Lowest Rated
K. Doyle,53,6,38,66.006,Lowest Rated
G. Gligor,53,6,38,66.006,Lowest Rated
A. Kravchuk,53,6,38,66.006,Lowest Rated
R. Molotnikov,53,6,38,66.006,Lowest Rated
T. Williams,53,6,38,66.006,Lowest Rated
A. Lefebvre,53,6,38,66.006,Lowest Rated
W. Rivera,54,7,37,66.006,Lowest Rated
C. Ofori,54,7,37,66.006,Lowest Rated
Chen Keqiang,54,7,37,66.006,Lowest Rated
H. Ablahan,54,7,37,66.006,Lowest Rated
Yang Zihao,54,7,37,66.006,Lowest Rated
B. Ilunga,54,7,37,66.006,Lowest Rated
M. Halliday,54,7,37,66.006,Lowest Rated
M. Caputo,54,7,37,66.006,Lowest Rated
N. Pedersen,54,7,37,66.006,Lowest Rated
F. Recktenwald,54,7,37,66.006,Lowest Rated
B. Pino,54,7,37,66.006,Lowest Rated
İ. Çelik,54,7,37,66.006,Lowest Rated
B. Singh,54,7,37,66.006,Lowest Rated
J. Woods,54,7,37,66.006,Lowest Rated
C. Negoescu,54,7,37,66.006,Lowest Rated
A. Al Haizan,54,7,37,66.006,Lowest Rated
N. Rupp,54,7,37,66.006,Lowest Rated
A. Bahusayn,54,7,37,66.006,Lowest Rated
Dinpuia,54,7,37,66.006,Lowest Rated
E. Madani,54,7,37,66.006,Lowest Rated
H. Singh,54,7,37,66.006,Lowest Rated
G. Gent,54,7,37,66.006,Lowest Rated
S. Gale,54,7,37,66.006,Lowest Rated
J. Kudsk,54,7,37,66.006,Lowest Rated
C. Hollman,54,7,37,66.006,Lowest Rated
Z. Johnson,54,7,37,66.006,Lowest Rated
H. Sargis,54,7,37,66.006,Lowest Rated
E. Blikstad,54,7,37,66.006,Lowest Rated
F. Kastrati,54,7,37,66.006,Lowest Rated
J. Chambers,54,7,37,66.006,Lowest Rated
J. Milne,54,7,37,66.006,Lowest Rated
H. O'Brien,54,7,37,66.006,Lowest Rated
D. Higgins,54,7,37,66.006,Lowest Rated
R. Jordan,54,7,37,66.006,Lowest Rated
K. O'Toole,54,7,37,66.006,Lowest Rated
D. Kubatta,54,7,37,66.006,Lowest Rated
J. Lynn,54,7,37,66.006,Lowest Rated
L. Payne,54,7,37,66.006,Lowest Rated
J. Cotterill,54,7,37,66.006,Lowest Rated
B. Raines,54,7,37,66.006,Lowest Rated
T. Antonoglou,54,7,37,66.006,Lowest Rated
F. Engelhardt,54,7,37,66.006,Lowest Rated
M. Albayrak,54,7,37,66.006,Lowest Rated
C. Gavilán,54,7,37,66.006,Lowest Rated
Z. Sapsford,54,7,37,66.006,Lowest Rated
Hu Jing,54,7,37,66.006,Lowest Rated
Lü Zhuoyi,54,7,37,66.006,Lowest Rated
S. Holte,54,7,37,66.006,Lowest Rated
J. Singh,54,7,37,66.006,Lowest Rated
S. Al Akouz,54,7,37,66.006,Lowest Rated
N. Al Hadhood,54,7,37,66.006,Lowest Rated
M. Holíček,54,7,37,66.006,Lowest Rated
T. Walczak,54,7,37,66.006,Lowest Rated
S. Mandal,54,7,37,66.006,Lowest Rated
K. Cruise,54,7,37,66.006,Lowest Rated
A. Saji,54,7,37,66.006,Lowest Rated
A. Chhetri,54,7,37,66.006,Lowest Rated
A. Librici,54,7,37,66.006,Lowest Rated
A. Longmire,54,7,37,66.006,Lowest Rated
R. Voican,54,7,37,66.006,Lowest Rated
A. Munteanu,54,7,37,66.006,Lowest Rated
H. Sodje,54,7,37,66.006,Lowest Rated
D. Asare,54,7,37,66.006,Lowest Rated
B. Schlicke,54,7,37,66.006,Lowest Rated
H. Yeşilyurt,54,7,37,66.006,Lowest Rated
H. Sibyani,54,7,37,66.006,Lowest Rated
E. Benny,54,7,37,66.006,Lowest Rated
Jithin MS,54,7,37,66.006,Lowest Rated
B. Sloane,54,7,37,66.006,Lowest Rated
M. Reichmuth,54,7,37,66.006,Lowest Rated
N. Elouarti,54,7,37,66.006,Lowest Rated
M. Toure,54,7,37,66.006,Lowest Rated
P. Gogoi,54,7,37,66.006,Lowest Rated
N. Karunaratne,54,7,37,66.006,Lowest Rated
T. Cabrera,54,7,37,66.006,Lowest Rated
É. Clancy,54,7,37,66.006,Lowest Rated
F. Hetzsch,54,7,37,66.006,Lowest Rated
H. Mbongue,54,7,37,66.006,Lowest Rated
F. Loyola,54,7,37,66.006,Lowest Rated
M. Faqihi,54,7,37,66.006,Lowest Rated
M. Al Rajih,54,7,37,66.006,Lowest Rated
D. Al Enazi,54,7,37,66.006,Lowest Rated
M. Sjöland,54,7,37,66.006,Lowest Rated
A. Lindskog,54,7,37,66.006,Lowest Rated
M. Younis,54,7,37,66.006,Lowest Rated
T. Parallangaj,54,7,37,66.006,Lowest Rated
T. Norbye,54,7,37,66.006,Lowest Rated
J. Jones,54,7,37,66.006,Lowest Rated
K. Tomašec,54,7,37,66.006,Lowest Rated
R. Guzzo,54,7,37,66.006,Lowest Rated
A. Pickles,54,7,37,66.006,Lowest Rated
S. Radosavljevic,54,7,37,66.006,Lowest Rated
D. Babb,54,7,37,66.006,Lowest Rated
J. Dempsey,54,7,37,66.006,Lowest Rated
W. Kamiński,54,7,37,66.006,Lowest Rated
B. Gezek,54,7,37,66.006,Lowest Rated
N. Pierre,54,7,37,66.006,Lowest Rated
P. Agyemang,54,7,37,66.006,Lowest Rated
K. Amaniampong,54,7,37,66.006,Lowest Rated
S. Haram,54,7,37,66.006,Lowest Rated
S. Thorstensen,54,7,37,66.006,Lowest Rated
B. Tamayo,54,7,37,66.006,Lowest Rated
J. Pochcioł,54,7,37,66.006,Lowest Rated
F. Vargas,54,7,37,66.006,Lowest Rated
B. Jacquesson,54,7,37,66.006,Lowest Rated
C. O'Brien,54,7,37,66.006,Lowest Rated
A. Akalé,54,7,37,66.006,Lowest Rated
J. Faria,54,7,37,66.006,Lowest Rated
D. Tufekcic,54,7,37,66.006,Lowest Rated
A. Al Olewah,54,7,37,66.006,Lowest Rated
Fei Ernanduo,54,7,37,66.006,Lowest Rated
B. Vanlalremdika,54,7,37,66.006,Lowest Rated
T. Sousa,54,7,37,66.006,Lowest Rated
S. Thioune,54,7,37,66.006,Lowest Rated
E. Kolve,54,7,37,66.006,Lowest Rated
G. Antonis,54,7,37,66.006,Lowest Rated
L. Bayliss,54,7,37,66.006,Lowest Rated
J. Torsvik,54,7,37,66.006,Lowest Rated
G. Guzy,54,7,37,66.006,Lowest Rated
J. Bichis,54,7,37,66.006,Lowest Rated
I. Răducan,54,7,37,66.006,Lowest Rated
A. Ljungberg,54,7,37,66.006,Lowest Rated
M. Bøttker,54,7,37,66.006,Lowest Rated
R. Patterson,54,7,37,66.006,Lowest Rated
L. Kelly-Heald,54,7,37,66.006,Lowest Rated
Sam Li,54,7,37,66.006,Lowest Rated
A. Al Jubaye,54,7,37,66.006,Lowest Rated
L. Burcu,54,7,37,66.006,Lowest Rated
F. Lino,54,7,37,66.006,Lowest Rated
M. Deme,54,7,37,66.006,Lowest Rated
L. Jaquenoud,54,7,37,66.006,Lowest Rated
E. Danila,54,7,37,66.006,Lowest Rated
H. Kargbo,54,7,37,66.006,Lowest Rated
S. Sandoval,54,7,37,66.006,Lowest Rated
L. Mondele,54,7,37,66.006,Lowest Rated
M. Dollinger,54,7,37,66.006,Lowest Rated
J. Tempine,54,7,37,66.006,Lowest Rated
M. Lechowicz,54,7,37,66.006,Lowest Rated
J. Robatsch,54,7,37,66.006,Lowest Rated
L. Avdullahu,54,7,37,66.006,Lowest Rated
J. Lobo,54,7,37,66.006,Lowest Rated
M. Kurowski,54,7,37,66.006,Lowest Rated
K. Kurowski,54,7,37,66.006,Lowest Rated
V. Udoh,54,7,37,66.006,Lowest Rated
Y. Vötter,54,7,37,66.006,Lowest Rated
L. Mihai,54,7,37,66.006,Lowest Rated
A. Rizza,54,7,37,66.006,Lowest Rated
S. Skjeldal,54,7,37,66.006,Lowest Rated
I. El Hari,54,7,37,66.006,Lowest Rated
M. Can,54,7,37,66.006,Lowest Rated
O. Ekri,54,7,37,66.006,Lowest Rated
M. Mahzari,54,7,37,66.006,Lowest Rated
M. Hope,54,7,37,66.006,Lowest Rated
T. Nyhammer,54,7,37,66.006,Lowest Rated
I. Godoy,54,7,37,66.006,Lowest Rated
J. Brown,54,7,37,66.006,Lowest Rated
K. Nelson,54,7,37,66.006,Lowest Rated
D. Maksimovic,54,7,37,66.006,Lowest Rated
Rafael Devisate,54,7,37,66.006,Lowest Rated
P. Singh,54,7,37,66.006,Lowest Rated
A. Leuthard,54,7,37,66.006,Lowest Rated
T. Millard,54,7,37,66.006,Lowest Rated
N. Paull,54,7,37,66.006,Lowest Rated
O. Priestman,54,7,37,66.006,Lowest Rated
C. Taylor,54,7,37,66.006,Lowest Rated
O. Henriksrud,54,7,37,66.006,Lowest Rated
M. Saeed,54,7,37,66.006,Lowest Rated
E. Çavuş,54,7,37,66.006,Lowest Rated
E. Yiğit,54,7,37,66.006,Lowest Rated
R. Vukušić,54,7,37,66.006,Lowest Rated
A. Nita,54,7,37,66.006,Lowest Rated
S. Bellis,54,7,37,66.006,Lowest Rated
G. Gogescu,54,7,37,66.006,Lowest Rated
I. Gelashvili,54,7,37,66.006,Lowest Rated
O. Thomas,54,7,37,66.006,Lowest Rated
M. Mothersille,54,7,37,66.006,Lowest Rated
H. Toprak,54,7,37,66.006,Lowest Rated
R. Al Kaabi,54,7,37,66.006,Lowest Rated
R. Hannam,54,7,37,66.006,Lowest Rated
Jiang Zilei,54,7,37,66.006,Lowest Rated
Wei Lai,54,7,37,66.006,Lowest Rated
S. Golui,54,7,37,66.006,Lowest Rated
M. Dignam,54,7,37,66.006,Lowest Rated
P. Karuthadathkuni,54,7,37,66.006,Lowest Rated
Cai Mingmin,54,7,37,66.006,Lowest Rated
S. Chakrabarti,54,7,37,66.006,Lowest Rated
J. Rane,54,7,37,66.006,Lowest Rated
A. Chhetri,54,7,37,66.006,Lowest Rated
S. Gama,54,7,37,66.006,Lowest Rated
M. Soosairaj,54,7,37,66.006,Lowest Rated
M. Rahman,54,7,37,66.006,Lowest Rated
P. Lakra,54,7,37,66.006,Lowest Rated
R. Tlang,54,7,37,66.006,Lowest Rated
K. Berkoe,54,7,37,66.006,Lowest Rated
A. Singh Kiyam,54,7,37,66.006,Lowest Rated
C. Cooper,54,7,37,66.006,Lowest Rated
J. Honohan,54,7,37,66.006,Lowest Rated
B. Barr,54,7,37,66.006,Lowest Rated
S. Das,54,7,37,66.006,Lowest Rated
Han Dong,54,7,37,66.006,Lowest Rated
N. Meetei,54,7,37,66.006,Lowest Rated
A. Ranawade,54,7,37,66.006,Lowest Rated
Liang Shaowen,54,7,37,66.006,Lowest Rated
S. Rathi,54,7,37,66.006,Lowest Rated
J. Gubbins,54,7,37,66.006,Lowest Rated
Lee Kang Han,54,7,37,66.006,Lowest Rated
G. Buta,54,7,37,66.006,Lowest Rated
L. Wyke,54,7,37,66.006,Lowest Rated
P. Shrivas,54,7,37,66.006,Lowest Rated
I. Vanlalruatfela,54,7,37,66.006,Lowest Rated
M. Chothe,54,7,37,66.006,Lowest Rated
H. Al Slais,54,7,37,66.006,Lowest Rated
A. Kumar,54,7,37,66.006,Lowest Rated
J. Trenskow,54,7,37,66.006,Lowest Rated
S. Smith,54,7,37,66.006,Lowest Rated
C. Torres,54,7,37,66.006,Lowest Rated
R. Danu,54,7,37,66.006,Lowest Rated
Rochharzela,54,7,37,66.006,Lowest Rated
Z. Al Jari,54,7,37,66.006,Lowest Rated
B. Holmes,54,7,37,66.006,Lowest Rated
A. Güneren,54,7,37,66.006,Lowest Rated
M. Ferkranus,54,7,37,66.006,Lowest Rated
B. Estrela,54,7,37,66.006,Lowest Rated
M. Bozinovski,54,7,37,66.006,Lowest Rated
J. Rafanello,54,7,37,66.006,Lowest Rated
M. Edwards,54,7,37,66.006,Lowest Rated
I. Khan,54,7,37,66.006,Lowest Rated
Chen Jie,54,7,37,66.006,Lowest Rated
Wu Wei,54,7,37,66.006,Lowest Rated
C. Duffus,55,8,36,66.006,Lowest Rated
G. Boylan,55,8,36,66.006,Lowest Rated
Cheng Changcheng,55,8,36,66.006,Lowest Rated
Cui Ming'an,55,8,36,66.006,Lowest Rated
D. Noone,55,8,36,66.006,Lowest Rated
C. Harris,55,8,36,66.006,Lowest Rated
Niu Ziyi,55,8,36,66.006,Lowest Rated
D. Norris,55,8,36,66.006,Lowest Rated
S. Stalin,55,8,36,66.006,Lowest Rated
R. Baker-Whiting,55,8,36,66.006,Lowest Rated
G. Cooper,55,8,36,66.006,Lowest Rated
J. Makama,55,8,36,66.006,Lowest Rated
L. Bolay,55,8,36,66.006,Lowest Rated
V. Barretto,55,8,36,66.006,Lowest Rated
H. Al Mohammed,55,8,36,66.006,Lowest Rated
M. Al Aqel,55,8,36,66.006,Lowest Rated
J. Leake,55,8,36,66.006,Lowest Rated
D. Farooq,55,8,36,66.006,Lowest Rated
R. Bozinovski,55,8,36,66.006,Lowest Rated
A. Badolato,55,8,36,66.006,Lowest Rated
R. Hamed,55,8,36,66.006,Lowest Rated
J. Sraha,55,8,36,66.006,Lowest Rated
K. Al Absi,55,8,36,66.006,Lowest Rated
H. Mondal,55,8,36,66.006,Lowest Rated
J. Gale,55,8,36,66.006,Lowest Rated
C. Gammelgaard,55,8,36,66.006,Lowest Rated
O. Tipton,55,8,36,66.006,Lowest Rated
Cho Jae Hun,55,8,36,66.006,Lowest Rated
C. Smith,55,8,36,66.006,Lowest Rated
Park Chang Woo,55,8,36,66.006,Lowest Rated
L. Holzman,55,8,36,66.006,Lowest Rated
S. Taylor,55,8,36,66.006,Lowest Rated
W. Richmond,55,8,36,66.006,Lowest Rated
L. Jaquez,55,8,36,66.006,Lowest Rated
K. Nassiri,55,8,36,66.006,Lowest Rated
N. Benalcazar,55,8,36,66.006,Lowest Rated
S. Brennan,55,8,36,66.006,Lowest Rated
J. Lutostański,55,8,36,66.006,Lowest Rated
C. Congreve,55,8,36,66.006,Lowest Rated
D. Teves,55,8,36,66.006,Lowest Rated
J. Skau,55,8,36,66.006,Lowest Rated
F. Trpcevski,55,8,36,66.006,Lowest Rated
C. Donnell,55,8,36,66.006,Lowest Rated
B. Ihionvien,55,8,36,66.006,Lowest Rated
J. Snopczyński,55,8,36,66.006,Lowest Rated
S. Bitsindou,55,8,36,66.006,Lowest Rated
C. Johnson,55,8,36,66.006,Lowest Rated
E. Pye,55,8,36,66.006,Lowest Rated
J. Egan,55,8,36,66.006,Lowest Rated
H. Melland,55,8,36,66.006,Lowest Rated
N. Kukanda,55,8,36,66.006,Lowest Rated
B. Kvist,55,8,36,66.006,Lowest Rated
B. Radcliffe,55,8,36,66.006,Lowest Rated
S. Al Najdi,55,8,36,66.006,Lowest Rated
B. Khela,55,8,36,66.006,Lowest Rated
E. Viegbe,55,8,36,66.006,Lowest Rated
F. Kocaba,55,8,36,66.006,Lowest Rated
D. Angleberger,55,8,36,66.006,Lowest Rated
A. Al Hajeri,55,8,36,66.006,Lowest Rated
B. Miranda,55,8,36,66.006,Lowest Rated
T. Fadahunsi,55,8,36,66.006,Lowest Rated
M. Bjurstrøm,55,8,36,66.006,Lowest Rated
B. Zeneli,55,8,36,66.006,Lowest Rated
V. Widell,55,8,36,66.006,Lowest Rated
G. Mortensen,55,8,36,66.006,Lowest Rated
K. Kolanko,55,8,36,66.006,Lowest Rated
T. Oluwaseyi,55,8,36,66.006,Lowest Rated
C. Bucuroiu,55,8,36,66.006,Lowest Rated
M. Uvais,55,8,36,66.006,Lowest Rated
F. Quaglio,55,8,36,66.006,Lowest Rated
Lalchungnunga,55,8,36,66.006,Lowest Rated
C. Ward,55,8,36,66.006,Lowest Rated
K. Barslund,55,8,36,66.006,Lowest Rated
G. Tetteh,55,8,36,66.006,Lowest Rated
M. Al Yami,55,8,36,66.006,Lowest Rated
A. Blake,55,8,36,66.006,Lowest Rated
F. Hellichius,55,8,36,66.006,Lowest Rated
M. Agnarsson,55,8,36,66.006,Lowest Rated
S. Hodza,55,8,36,66.006,Lowest Rated
N. Norris,55,8,36,66.006,Lowest Rated
S. Ghojaehmet,55,8,36,66.006,Lowest Rated
A. Fesshaie,55,8,36,66.006,Lowest Rated
V. Andersson,55,8,36,66.006,Lowest Rated
J. Åhstedt,55,8,36,66.006,Lowest Rated
S. Mucha,55,8,36,66.006,Lowest Rated
A. Stan,55,8,36,66.006,Lowest Rated
J. Häkkinen,55,8,36,66.006,Lowest Rated
A. Karlin,55,8,36,66.006,Lowest Rated
K. Kamara,55,8,36,66.006,Lowest Rated
R. Eguez,55,8,36,66.006,Lowest Rated
S. Garzón,55,8,36,66.006,Lowest Rated
A. Bonetig,55,8,36,66.006,Lowest Rated
B. Bilongo,55,8,36,66.006,Lowest Rated
T. Adeyemo,55,8,36,66.006,Lowest Rated
A. Andresen,55,8,36,66.006,Lowest Rated
I. Cărăușu,55,8,36,66.006,Lowest Rated
K. Balmer,55,8,36,66.006,Lowest Rated
Kwak Seung Min,55,8,36,66.006,Lowest Rated
A. Auglah,55,8,36,66.006,Lowest Rated
H. Kasimu,55,8,36,66.006,Lowest Rated
C. Asensio,55,8,36,66.006,Lowest Rated
D. Ilunga,55,8,36,66.006,Lowest Rated
M. Rădulescu,55,8,36,66.006,Lowest Rated
A. Wells,55,8,36,66.006,Lowest Rated
N. Lowe,55,8,36,66.006,Lowest Rated
M. Arfsten,55,8,36,66.006,Lowest Rated
A. Heredia-Randen,55,8,36,66.006,Lowest Rated
J. Hofmann,55,8,36,66.006,Lowest Rated
O. Jabang,55,8,36,66.006,Lowest Rated
C. Andersen,55,8,36,66.006,Lowest Rated
J. Vester,55,8,36,66.006,Lowest Rated
J. Rasen,55,8,36,66.006,Lowest Rated
J. Hjertø-Dahl,55,8,36,66.006,Lowest Rated
G. Guzmán,55,8,36,66.006,Lowest Rated
A. Ødegård,55,8,36,66.006,Lowest Rated
A. Rodríguez,55,8,36,66.006,Lowest Rated
J. del Castillo,55,8,36,66.006,Lowest Rated
A. Børset,55,8,36,66.006,Lowest Rated
D. Candelo,55,8,36,66.006,Lowest Rated
G. Vivi,55,8,36,66.006,Lowest Rated
M. Herrmann,55,8,36,66.006,Lowest Rated
J. Romero,55,8,36,66.006,Lowest Rated
J. Sticker,55,8,36,66.006,Lowest Rated
M. Di Pizio,55,8,36,66.006,Lowest Rated
E. Iwe,55,8,36,66.006,Lowest Rated
C. Baker,55,8,36,66.006,Lowest Rated
A. Rodas,55,8,36,66.006,Lowest Rated
J. Klein,55,8,36,66.006,Lowest Rated
M. Schneider,55,8,36,66.006,Lowest Rated
M. Trengereid,55,8,36,66.006,Lowest Rated
M. Naif,55,8,36,66.006,Lowest Rated
J. Al Yami,55,8,36,66.006,Lowest Rated
A. Rodriguez,55,8,36,66.006,Lowest Rated
M. Arrasco,55,8,36,66.006,Lowest Rated
L. Lüthi,55,8,36,66.006,Lowest Rated
I. Gavilán,55,8,36,66.006,Lowest Rated
M. Ouédraogo,55,8,36,66.006,Lowest Rated
M. Farji,55,8,36,66.006,Lowest Rated
J. ter Horst,55,8,36,66.006,Lowest Rated
J. Gottmeier,55,8,36,66.006,Lowest Rated
R. Zouaoui,55,8,36,66.006,Lowest Rated
L. Høgsberg,55,8,36,66.006,Lowest Rated
R. Călugăr,55,8,36,66.006,Lowest Rated
D. Iurasciuc,55,8,36,66.006,Lowest Rated
J. Amadi,55,8,36,66.006,Lowest Rated
S. Kubovic,55,8,36,66.006,Lowest Rated
K. Al Subaie,55,8,36,66.006,Lowest Rated
E. Rastoder,55,8,36,66.006,Lowest Rated
J. Mendy,55,8,36,66.006,Lowest Rated
R. Pedder,55,8,36,66.006,Lowest Rated
R. Tănasă,55,8,36,66.006,Lowest Rated
B. Yameogo,55,8,36,66.006,Lowest Rated
A. Horaisi,55,8,36,66.006,Lowest Rated
S. Al Saleem,55,8,36,66.006,Lowest Rated
L. Ross,55,8,36,66.006,Lowest Rated
D. Winkler,55,8,36,66.006,Lowest Rated
A. Adeyemo,55,8,36,66.006,Lowest Rated
Y. Al Aqeel,55,8,36,66.006,Lowest Rated
P. Jouan,55,8,36,66.006,Lowest Rated
L. Shipley,55,8,36,66.006,Lowest Rated
D. Nigg,55,8,36,66.006,Lowest Rated
I. Olola,55,8,36,66.006,Lowest Rated
R. Sithole,55,8,36,66.006,Lowest Rated
J. Kalu,55,8,36,66.006,Lowest Rated
I. Muric,55,8,36,66.006,Lowest Rated
D. Doudaev,55,8,36,66.006,Lowest Rated
D. van Oorschot,55,8,36,66.006,Lowest Rated
J. Thomas,55,8,36,66.006,Lowest Rated
C. Pegrum,55,8,36,66.006,Lowest Rated
A. Al Enazi,55,8,36,66.006,Lowest Rated
S. Gałązka,55,8,36,66.006,Lowest Rated
K. Cissé,55,8,36,66.006,Lowest Rated
M. Holte,55,8,36,66.006,Lowest Rated
J. Shepherd,55,8,36,66.006,Lowest Rated
A. Pantazopoulos,55,8,36,66.006,Lowest Rated
T. Chapman,55,8,36,66.006,Lowest Rated
K. Vidmar,55,8,36,66.006,Lowest Rated
H. Mohammed,55,8,36,66.006,Lowest Rated
F. Lissah,55,8,36,66.006,Lowest Rated
H. Douglas,55,8,36,66.006,Lowest Rated
A. Friday,55,8,36,66.006,Lowest Rated
R. Kolli,55,8,36,66.006,Lowest Rated
E. Bilsel,55,8,36,66.006,Lowest Rated
E. Uzun,55,8,36,66.006,Lowest Rated
E. Frøysa,55,8,36,66.006,Lowest Rated
H. Jaganjac,55,8,36,66.006,Lowest Rated
T. Aydın,55,8,36,66.006,Lowest Rated
A. Malatyalı,55,8,36,66.006,Lowest Rated
S. Hansen,55,8,36,66.006,Lowest Rated
R. Kohon,55,8,36,66.006,Lowest Rated
M. Özbaskıcı,55,8,36,66.006,Lowest Rated
A. N'Doye,55,8,36,66.006,Lowest Rated
D. Pérez,55,8,36,66.006,Lowest Rated
E. Tepecik,55,8,36,66.006,Lowest Rated
M. Ilie,55,8,36,66.006,Lowest Rated
K. Casey,55,8,36,66.006,Lowest Rated
Diego Campo,55,8,36,66.006,Lowest Rated
C. Bos,55,8,36,66.006,Lowest Rated
G. Singh,55,8,36,66.006,Lowest Rated
L. Wade-Slater,55,8,36,66.006,Lowest Rated
N. Blasucci,55,8,36,66.006,Lowest Rated
Zhang Huachen,55,8,36,66.006,Lowest Rated
Yao Daogang,55,8,36,66.006,Lowest Rated
R. Warland,55,8,36,66.006,Lowest Rated
R. Solan,55,8,36,66.006,Lowest Rated
Yan Zhiyu,55,8,36,66.006,Lowest Rated
Wang Xianjun,55,8,36,66.006,Lowest Rated
A. Al Qahtani,55,8,36,66.006,Lowest Rated
Zhao Jianfei,55,8,36,66.006,Lowest Rated
He Zhenyu,55,8,36,66.006,Lowest Rated
M. Ozga,55,8,36,66.006,Lowest Rated
R. Wikström,55,8,36,66.006,Lowest Rated
Wang Jiahao,55,8,36,66.006,Lowest Rated
C. Bargary,55,8,36,66.006,Lowest Rated
C. Kavanagh,55,8,36,66.006,Lowest Rated
F. Al Ghamdi,55,8,36,66.006,Lowest Rated
Liu Xinyu,55,8,36,66.006,Lowest Rated
R. Kumar,55,8,36,66.006,Lowest Rated
P. Chaudhari,55,8,36,66.006,Lowest Rated
D. Grosu,55,8,36,66.006,Lowest Rated
F. Ilie,55,8,36,66.006,Lowest Rated
I. Samuels,55,8,36,66.006,Lowest Rated
D. Keane,55,8,36,66.006,Lowest Rated
Kim Ji Hoon,55,8,36,66.006,Lowest Rated
E. Vanspaul,55,8,36,66.006,Lowest Rated
O. van Hattum,55,8,36,66.006,Lowest Rated
K. Ledwidge,55,8,36,66.006,Lowest Rated
L. Duzel,55,8,36,66.006,Lowest Rated
J. Singh,55,8,36,66.006,Lowest Rated
N. De Queiroz,55,8,36,66.006,Lowest Rated
P. Rebello,55,8,36,66.006,Lowest Rated
Valpuia,55,8,36,66.006,Lowest Rated
K. Toporkiewicz,55,8,36,66.006,Lowest Rated
A. Henry,55,8,36,66.006,Lowest Rated
Lee Geon Hee,55,8,36,66.006,Lowest Rated
R. Cronvall,55,8,36,66.006,Lowest Rated
M. Byrne,55,8,36,66.006,Lowest Rated
Lee Jong Hyun,55,8,36,66.006,Lowest Rated
L. Simper,55,8,36,66.006,Lowest Rated
H. Neville,55,8,36,66.006,Lowest Rated
R. Jesuraj,55,8,36,66.006,Lowest Rated
K. Ødven,55,8,36,66.006,Lowest Rated
L. Grob,55,8,36,66.006,Lowest Rated
K. Ngwenya,55,8,36,66.006,Lowest Rated
A. Majok,55,8,36,66.006,Lowest Rated
L. Sandgrav,55,8,36,66.006,Lowest Rated
I. Parente,55,8,36,66.006,Lowest Rated
B. Craig,55,8,36,66.006,Lowest Rated
Wu Guichao,56,9,35,66.006,Lowest Rated
Kim Yeon Soo,56,9,35,66.006,Lowest Rated
Ha Seung Un,56,9,35,66.006,Lowest Rated
Kim Gyu Hyeong,56,9,35,66.006,Lowest Rated
Liu Yue,56,9,35,66.006,Lowest Rated
J. Mukena,56,9,35,66.006,Lowest Rated
S. Durrant,56,9,35,66.006,Lowest Rated
J. Asiri,56,9,35,66.006,Lowest Rated
S. Tankar,56,9,35,66.006,Lowest Rated
A. Al Yami,56,9,35,66.006,Lowest Rated
N. Kariri,56,9,35,66.006,Lowest Rated
T. Omole,56,9,35,66.006,Lowest Rated
R. Graydon,56,9,35,66.006,Lowest Rated
C. Murphy,56,9,35,66.006,Lowest Rated
M. Coyle,56,9,35,66.006,Lowest Rated
M. Gallagher,56,9,35,66.006,Lowest Rated
